id,female,city,age,logins,mandalorian,unsubscribe
2971,no,yes,51,4,yes,stay
2972,no,yes,64,3,yes,stay
2973,yes,yes,47,0,yes,stay
2974,no,no,39,0,yes,unsubscribe
2975,no,no,48,9,no,stay
2976,no,yes,54,5,yes,unsubscribe
2977,yes,no,43,0,yes,stay
2978,yes,no,52,0,yes,stay
2979,yes,yes,43,10,no,stay
2980,no,yes,50,9,no,unsubscribe
2981,no,yes,49,4,yes,stay
2982,no,yes,48,7,yes,stay
2983,yes,yes,45,9,no,unsubscribe
2984,no,yes,49,0,yes,stay
2985,no,no,43,8,no,stay
2986,yes,no,44,8,no,stay
2987,yes,yes,49,3,yes,stay
2988,yes,yes,53,5,yes,unsubscribe
2989,no,yes,41,4,yes,unsubscribe
2990,no,yes,55,7,yes,stay
2991,yes,yes,44,5,yes,stay
2992,yes,yes,56,0,yes,stay
2993,no,yes,47,5,yes,stay
2994,no,yes,38,9,no,stay
2995,yes,yes,46,2,yes,stay
2996,yes,no,48,8,no,stay
2997,no,yes,43,5,yes,unsubscribe
2998,no,yes,36,0,yes,stay
2999,yes,yes,47,5,yes,stay
3000,no,yes,53,0,yes,stay
3001,yes,yes,45,10,no,stay
3002,yes,yes,50,4,yes,stay
3003,no,yes,49,0,yes,stay
3004,yes,yes,44,8,yes,stay
3005,no,no,42,0,yes,stay
3006,yes,yes,42,5,yes,stay
3007,no,no,40,0,yes,unsubscribe
3008,no,yes,46,3,yes,stay
3009,yes,yes,45,0,yes,stay
3010,no,yes,41,5,yes,unsubscribe
3011,yes,yes,39,5,yes,stay
3012,yes,yes,45,2,yes,stay
3013,no,yes,55,2,yes,stay
3014,no,no,53,2,yes,unsubscribe
3015,no,yes,53,5,yes,stay
3016,no,no,44,8,no,stay
3017,no,yes,51,3,yes,stay
3018,no,no,30,0,yes,stay
3019,no,yes,49,4,yes,stay
3020,no,yes,41,7,yes,stay
3021,yes,yes,46,0,yes,unsubscribe
3022,no,yes,42,3,yes,stay
3023,no,yes,48,5,yes,stay
3024,no,yes,58,10,no,stay
3025,yes,yes,40,2,yes,stay
3026,no,yes,44,10,no,stay
3027,no,yes,54,10,no,stay
3028,yes,yes,46,3,yes,stay
3029,no,yes,39,9,no,stay
3030,yes,yes,32,10,no,unsubscribe
3031,no,yes,51,5,yes,stay
3032,yes,yes,39,5,yes,stay
3033,no,yes,40,5,yes,stay
3034,yes,yes,50,8,no,stay
3035,yes,yes,46,10,no,stay
3036,no,no,45,0,yes,unsubscribe
3037,no,yes,43,5,yes,stay
3038,yes,yes,45,3,yes,stay
3039,no,no,55,8,no,unsubscribe
3040,no,yes,46,7,yes,stay
3041,no,yes,48,7,yes,unsubscribe
3042,no,yes,52,3,yes,stay
3043,no,yes,47,0,yes,stay
3044,yes,yes,29,10,no,stay
3045,no,no,44,0,yes,stay
3046,yes,yes,43,0,yes,unsubscribe
3047,yes,yes,46,5,yes,stay
3048,yes,yes,47,3,yes,unsubscribe
3049,yes,yes,35,10,no,stay
3050,no,yes,43,9,no,stay
3051,no,yes,47,10,no,stay
3052,no,no,43,0,yes,stay
3053,no,yes,41,0,yes,unsubscribe
3054,yes,yes,35,3,yes,unsubscribe
3055,yes,yes,46,0,yes,stay
3056,yes,yes,43,3,yes,unsubscribe
3057,no,yes,58,8,no,stay
3058,no,yes,40,0,yes,stay
3059,yes,yes,40,5,yes,unsubscribe
3060,yes,yes,41,4,yes,unsubscribe
3061,no,yes,42,4,yes,stay
3062,no,yes,39,7,yes,stay
3063,no,yes,46,7,yes,stay
3064,yes,yes,45,0,yes,stay
3065,yes,yes,39,7,yes,stay
3066,yes,yes,53,7,yes,stay
3067,no,yes,49,5,yes,stay
3068,no,yes,44,5,yes,stay
3069,no,yes,53,5,yes,stay
3070,yes,yes,43,10,no,stay
3071,yes,yes,39,0,yes,stay
3072,no,yes,55,0,yes,unsubscribe
3073,yes,yes,53,10,no,stay
3074,no,yes,45,7,yes,stay
3075,yes,yes,41,2,yes,unsubscribe
3076,no,yes,36,3,yes,unsubscribe
3077,no,yes,41,10,no,stay
3078,yes,no,32,8,no,stay
3079,yes,yes,39,5,yes,stay
3080,no,yes,45,7,yes,stay
3081,yes,yes,40,0,yes,stay
3082,yes,yes,41,4,yes,unsubscribe
3083,yes,yes,31,3,yes,stay
3084,no,yes,55,4,yes,stay
3085,yes,yes,39,7,yes,stay
3086,yes,yes,39,0,yes,stay
3087,yes,no,48,0,yes,stay
3088,yes,yes,23,3,yes,unsubscribe
3089,no,yes,50,0,yes,stay
3090,no,yes,42,9,no,stay
3091,yes,yes,44,3,yes,stay
3092,no,yes,49,0,yes,stay
3093,no,yes,44,0,yes,stay
3094,yes,yes,40,0,yes,stay
3095,no,yes,41,5,yes,stay
3096,no,yes,42,10,no,stay
3097,no,no,47,0,yes,unsubscribe
3098,yes,yes,41,5,yes,unsubscribe
3099,yes,yes,44,4,yes,stay
3100,yes,yes,41,7,yes,unsubscribe
3101,no,yes,39,10,no,stay
3102,yes,yes,33,10,no,unsubscribe
3103,yes,yes,56,0,yes,stay
3104,no,no,43,0,yes,stay
3105,no,yes,50,7,yes,stay
3106,yes,yes,52,3,yes,unsubscribe
3107,no,yes,38,10,no,stay
3108,yes,yes,40,0,yes,unsubscribe
3109,yes,yes,34,0,yes,unsubscribe
3110,yes,yes,42,3,yes,stay
3111,no,yes,50,10,no,stay
3112,no,yes,38,5,yes,stay
3113,yes,yes,54,5,yes,stay
3114,yes,yes,44,10,no,unsubscribe
3115,no,yes,41,5,yes,stay
3116,yes,yes,51,0,yes,stay
3117,no,yes,45,10,no,stay
3118,no,yes,45,7,yes,unsubscribe
3119,no,yes,41,0,yes,stay
3120,yes,yes,28,5,yes,stay
3121,yes,yes,31,5,yes,stay
3122,yes,yes,60,5,yes,unsubscribe
3123,no,yes,44,5,yes,stay
3124,yes,yes,35,5,yes,stay
3125,yes,yes,51,0,yes,unsubscribe
3126,yes,yes,47,3,yes,stay
3127,yes,yes,44,7,yes,stay
3128,yes,yes,50,9,no,stay
3129,yes,yes,41,4,yes,unsubscribe
3130,no,yes,48,5,yes,stay
3131,yes,yes,48,0,yes,stay
3132,yes,no,48,0,yes,stay
3133,no,yes,49,10,no,stay
3134,no,yes,48,0,yes,stay
3135,yes,yes,42,0,yes,unsubscribe
3136,no,yes,46,10,no,stay
3137,no,no,45,3,yes,unsubscribe
3138,no,yes,50,7,yes,stay
3139,yes,yes,57,0,yes,stay
3140,yes,yes,43,4,yes,stay
3141,yes,yes,51,7,yes,stay
3142,yes,no,37,0,yes,stay
3143,yes,yes,49,0,yes,unsubscribe
3144,no,yes,47,4,yes,stay
3145,yes,yes,51,5,yes,stay
3146,yes,yes,41,5,yes,stay
3147,yes,yes,40,8,no,stay
3148,no,yes,29,10,no,unsubscribe
3149,yes,yes,49,7,yes,stay
3150,no,no,51,0,yes,stay
3151,yes,yes,48,5,yes,unsubscribe
3152,yes,yes,44,0,yes,unsubscribe
3153,yes,yes,36,10,no,stay
3154,no,yes,39,3,yes,stay
3155,yes,no,35,0,yes,stay
3156,yes,yes,30,8,no,stay
3157,yes,yes,52,10,no,stay
3158,yes,yes,39,8,no,stay
3159,yes,yes,47,10,no,stay
3160,yes,yes,47,10,no,stay
3161,yes,no,52,0,yes,unsubscribe
3162,yes,yes,38,8,no,stay
3163,no,yes,62,3,yes,unsubscribe
3164,no,yes,56,10,no,stay
3165,yes,no,37,0,yes,stay
3166,yes,yes,43,4,yes,unsubscribe
3167,yes,yes,53,0,yes,stay
3168,yes,yes,46,4,yes,stay
3169,no,yes,37,7,yes,stay
3170,no,yes,36,9,no,stay
3171,no,yes,50,10,no,unsubscribe
3172,yes,yes,41,9,no,unsubscribe
3173,yes,yes,52,9,no,stay
3174,yes,yes,53,3,yes,stay
3175,yes,yes,52,10,no,stay
3176,yes,yes,53,10,no,stay
3177,yes,yes,52,10,no,stay
3178,yes,yes,52,4,yes,stay
3179,yes,yes,42,3,yes,stay
3180,yes,yes,41,7,yes,stay
3181,yes,yes,48,0,yes,unsubscribe
3182,yes,yes,39,8,no,unsubscribe
3183,no,yes,34,10,no,stay
3184,yes,yes,43,0,yes,stay
3185,yes,yes,44,5,yes,stay
3186,no,yes,39,4,yes,unsubscribe
3187,no,yes,53,0,yes,unsubscribe
3188,yes,yes,59,9,no,stay
3189,no,yes,32,5,yes,unsubscribe
3190,no,yes,43,2,yes,stay
3191,no,yes,46,10,no,stay
3192,yes,yes,55,7,yes,unsubscribe
3193,no,yes,42,3,yes,stay
3194,no,yes,53,4,yes,stay
3195,no,yes,53,2,yes,stay
3196,no,yes,41,8,no,unsubscribe
3197,yes,yes,50,0,yes,stay
3198,yes,yes,42,10,no,stay
3199,yes,yes,51,3,yes,stay
3200,yes,yes,44,0,yes,stay
3201,no,yes,48,3,yes,stay
3202,no,yes,49,5,yes,unsubscribe
3203,yes,yes,50,5,yes,unsubscribe
3204,yes,yes,45,7,yes,stay
3205,yes,yes,72,7,yes,stay
3206,yes,yes,53,0,yes,stay
3207,yes,yes,52,5,yes,unsubscribe
3208,no,yes,51,5,yes,stay
3209,yes,yes,47,5,yes,stay
3210,no,yes,43,4,yes,stay
3211,yes,yes,29,0,yes,stay
3212,no,yes,42,3,yes,stay
3213,yes,yes,45,10,no,stay
3214,no,yes,32,10,no,stay
3215,no,yes,53,8,no,stay
3216,no,yes,42,0,yes,unsubscribe
3217,no,yes,34,8,yes,stay
3218,yes,yes,58,10,no,stay
3219,no,yes,50,3,yes,stay
3220,yes,yes,51,10,no,stay
3221,yes,yes,38,7,yes,stay
3222,no,yes,46,0,yes,stay
3223,no,yes,40,3,yes,stay
3224,no,yes,50,0,yes,stay
3225,yes,no,45,9,no,stay
3226,yes,no,56,8,no,stay
3227,yes,yes,43,10,no,stay
3228,yes,yes,37,10,no,stay
3229,no,yes,57,8,no,stay
3230,no,yes,38,3,yes,stay
3231,no,yes,47,2,yes,stay
3232,no,yes,52,0,yes,stay
3233,yes,yes,62,7,yes,stay
3234,no,yes,57,7,yes,stay
3235,no,yes,49,3,yes,unsubscribe
3236,yes,yes,45,0,yes,stay
3237,no,yes,41,4,yes,unsubscribe
3238,yes,yes,35,3,yes,stay
3239,yes,yes,32,0,yes,unsubscribe
3240,no,yes,40,5,yes,stay
3241,yes,yes,49,7,yes,stay
3242,yes,yes,38,10,no,stay
3243,yes,yes,46,0,yes,stay
3244,no,yes,42,5,yes,stay
3245,yes,no,49,0,yes,stay
3246,no,yes,42,5,yes,stay
3247,no,no,53,8,no,stay
3248,no,yes,35,3,yes,unsubscribe
3249,no,yes,45,4,yes,stay
3250,yes,no,55,0,yes,stay
3251,no,yes,52,10,no,stay
3252,no,yes,31,10,no,stay
3253,no,yes,46,0,yes,unsubscribe
3254,no,yes,47,5,yes,stay
3255,yes,no,39,0,yes,unsubscribe
3256,yes,yes,45,7,yes,unsubscribe
3257,yes,yes,47,10,no,stay
3258,yes,yes,47,4,yes,stay
3259,no,yes,47,0,yes,unsubscribe
3260,no,no,46,2,yes,stay
3261,yes,yes,46,5,yes,unsubscribe
3262,no,yes,51,3,yes,stay
3263,no,yes,50,2,yes,stay
3264,no,yes,41,8,no,stay
3265,no,yes,40,8,yes,stay
3266,yes,yes,40,3,yes,unsubscribe
3267,no,yes,47,0,yes,stay
3268,yes,yes,49,2,yes,stay
3269,yes,yes,36,5,yes,stay
3270,yes,yes,50,5,yes,stay
3271,no,yes,49,5,yes,stay
3272,no,no,53,9,no,unsubscribe
3273,no,yes,49,3,yes,stay
3274,yes,yes,48,10,no,stay
3275,no,yes,34,7,yes,unsubscribe
3276,no,no,53,0,yes,stay
3277,no,no,48,0,yes,unsubscribe
3278,yes,yes,39,10,no,stay
3279,yes,yes,53,10,no,stay
3280,yes,no,47,0,yes,stay
3281,yes,yes,50,5,yes,stay
3282,yes,yes,41,0,yes,unsubscribe
3283,no,yes,53,0,yes,unsubscribe
3284,yes,yes,36,10,no,unsubscribe
3285,no,no,45,0,yes,unsubscribe
3286,no,yes,34,0,yes,stay
3287,yes,no,44,0,yes,stay
3288,yes,yes,49,4,yes,stay
3289,yes,yes,32,10,no,stay
3290,yes,yes,51,0,yes,stay
3291,yes,yes,34,9,no,unsubscribe
3292,yes,yes,43,7,yes,stay
3293,no,yes,39,10,no,stay
3294,yes,yes,47,0,yes,unsubscribe
3295,no,yes,56,10,no,stay
3296,yes,yes,40,7,yes,stay
3297,yes,yes,54,8,no,stay
3298,no,yes,56,3,yes,stay
3299,yes,yes,42,5,yes,stay
3300,no,yes,62,10,no,stay
3301,no,no,45,0,yes,stay
3302,no,yes,46,5,yes,stay
3303,yes,yes,31,5,yes,stay
3304,yes,yes,46,5,yes,unsubscribe
3305,no,yes,58,5,yes,unsubscribe
3306,no,yes,45,2,yes,stay
3307,no,yes,54,10,no,stay
3308,no,yes,39,3,yes,unsubscribe
3309,yes,no,44,8,no,stay
3310,yes,yes,42,10,no,stay
3311,yes,yes,49,0,yes,unsubscribe
3312,yes,yes,55,4,yes,unsubscribe
3313,yes,yes,47,0,yes,stay
3314,yes,yes,52,5,yes,unsubscribe
3315,no,no,49,0,yes,unsubscribe
3316,yes,yes,54,5,yes,stay
3317,no,no,47,0,yes,stay
3318,no,yes,40,5,yes,unsubscribe
3319,no,yes,46,8,yes,unsubscribe
3320,yes,yes,29,4,yes,stay
3321,yes,yes,34,9,no,unsubscribe
3322,no,yes,42,4,yes,unsubscribe
3323,yes,yes,48,8,no,stay
3324,no,yes,55,8,no,stay
3325,no,yes,39,3,yes,stay
3326,yes,yes,46,8,no,stay
3327,yes,yes,52,10,no,stay
3328,no,yes,38,9,no,stay
3329,no,yes,48,2,yes,unsubscribe
3330,yes,yes,41,7,yes,stay
3331,no,yes,55,4,yes,unsubscribe
3332,no,yes,47,4,yes,stay
3333,yes,yes,47,9,no,unsubscribe
3334,no,no,43,0,yes,stay
3335,yes,yes,36,10,no,stay
3336,yes,yes,51,2,yes,stay
3337,yes,yes,43,3,yes,stay
3338,no,yes,48,3,yes,unsubscribe
3339,yes,yes,36,7,yes,stay
3340,yes,yes,42,0,yes,unsubscribe
3341,no,no,40,0,yes,unsubscribe
3342,no,yes,49,0,yes,stay
3343,yes,yes,51,3,yes,stay
3344,no,yes,38,4,yes,unsubscribe
3345,no,yes,38,0,yes,stay
3346,yes,yes,46,8,no,stay
3347,yes,yes,49,8,no,stay
3348,yes,no,38,8,no,stay
3349,yes,yes,46,0,yes,unsubscribe
3350,yes,no,41,0,yes,stay
3351,yes,yes,44,0,yes,unsubscribe
3352,yes,yes,46,5,yes,stay
3353,no,yes,43,10,no,stay
3354,no,yes,42,5,yes,unsubscribe
3355,no,yes,29,3,yes,stay
3356,yes,no,44,0,yes,stay
3357,no,yes,47,5,yes,stay
3358,no,yes,40,10,no,stay
3359,yes,yes,45,8,yes,unsubscribe
3360,no,yes,44,7,yes,unsubscribe
3361,no,yes,54,10,no,stay
3362,yes,yes,41,0,yes,unsubscribe
3363,no,yes,38,2,yes,stay
3364,no,yes,45,8,yes,stay
3365,no,yes,36,0,yes,unsubscribe
3366,no,yes,42,0,yes,unsubscribe
3367,yes,yes,42,5,yes,stay
3368,no,yes,46,4,yes,stay
3369,no,yes,45,3,yes,stay
3370,yes,no,45,0,yes,stay
3371,no,yes,43,0,yes,stay
3372,yes,yes,43,7,yes,unsubscribe
3373,no,yes,41,3,yes,stay
3374,yes,yes,53,5,yes,unsubscribe
3375,no,yes,46,0,yes,unsubscribe
3376,no,no,39,0,yes,unsubscribe
3377,no,no,35,8,no,stay
3378,no,no,42,0,yes,unsubscribe
3379,no,yes,45,9,no,stay
3380,no,yes,36,0,yes,stay
3381,no,yes,47,5,yes,stay
3382,no,yes,48,3,yes,stay
3383,no,yes,32,2,yes,unsubscribe
3384,yes,yes,58,3,yes,stay
3385,no,yes,41,10,no,unsubscribe
3386,yes,yes,42,10,no,stay
3387,no,yes,39,8,yes,stay
3388,yes,yes,45,0,yes,stay
3389,no,yes,38,4,yes,stay
3390,yes,yes,49,5,yes,unsubscribe
3391,yes,yes,43,9,no,stay
3392,no,yes,45,5,yes,unsubscribe
3393,no,yes,47,3,yes,stay
3394,yes,yes,27,5,yes,unsubscribe
3395,yes,yes,51,0,yes,stay
3396,yes,yes,40,10,no,stay
3397,yes,yes,48,10,no,stay
3398,yes,yes,33,8,yes,unsubscribe
3399,no,yes,30,4,yes,stay
3400,no,yes,46,5,yes,stay
3401,no,yes,42,0,yes,unsubscribe
3402,yes,yes,45,5,yes,stay
3403,no,yes,49,7,yes,stay
3404,no,yes,45,7,yes,stay
3405,yes,yes,45,10,no,stay
3406,yes,yes,40,10,no,stay
3407,no,yes,49,7,yes,unsubscribe
3408,yes,yes,46,8,yes,unsubscribe
3409,no,no,39,8,no,stay
3410,yes,yes,43,8,no,stay
3411,yes,no,54,7,yes,stay
3412,yes,yes,40,0,yes,stay
3413,yes,yes,61,5,yes,unsubscribe
3414,no,yes,39,5,yes,stay
3415,yes,no,46,8,no,stay
3416,yes,yes,39,7,yes,unsubscribe
3417,yes,yes,48,8,no,stay
3418,yes,yes,54,10,no,stay
3419,yes,yes,51,0,yes,unsubscribe
3420,yes,yes,45,10,no,stay
3421,yes,no,33,8,no,stay
3422,no,yes,50,0,yes,stay
3423,no,yes,35,0,yes,stay
3424,no,yes,29,4,yes,stay
3425,no,yes,37,10,no,stay
3426,yes,yes,47,3,yes,unsubscribe
3427,no,yes,52,4,yes,unsubscribe
3428,no,yes,49,8,no,stay
3429,no,yes,51,8,no,stay
3430,no,yes,38,0,yes,unsubscribe
3431,yes,yes,45,8,no,stay
3432,no,yes,43,4,yes,unsubscribe
3433,yes,yes,44,0,yes,unsubscribe
3434,yes,yes,40,10,no,stay
3435,no,yes,51,10,no,unsubscribe
3436,no,yes,36,5,yes,unsubscribe
3437,yes,yes,46,5,yes,stay
3438,no,yes,35,8,yes,stay
3439,no,yes,54,0,yes,stay
3440,no,yes,47,7,yes,unsubscribe
3441,yes,yes,41,0,yes,unsubscribe
3442,yes,yes,53,5,yes,stay
3443,yes,yes,33,3,yes,stay
3444,no,no,37,8,no,stay
3445,yes,no,50,8,no,stay
3446,yes,yes,50,0,yes,stay
3447,yes,yes,42,9,no,stay
3448,no,yes,53,10,no,stay
3449,yes,yes,46,8,no,stay
3450,no,yes,42,7,yes,stay
3451,no,yes,44,10,no,stay
3452,yes,yes,40,5,yes,stay
3453,no,yes,52,4,yes,stay
3454,yes,yes,39,7,yes,stay
3455,no,yes,35,5,yes,unsubscribe
3456,yes,yes,46,8,yes,unsubscribe
3457,no,yes,56,0,yes,unsubscribe
3458,yes,yes,50,10,no,unsubscribe
3459,yes,yes,44,9,no,stay
3460,yes,yes,39,3,yes,stay
3461,yes,yes,43,2,yes,unsubscribe
3462,no,yes,51,10,no,stay
3463,yes,yes,60,7,yes,stay
3464,yes,yes,53,2,yes,stay
3465,no,yes,43,10,no,stay
3466,yes,yes,37,10,no,stay
3467,yes,no,48,0,yes,stay
3468,yes,yes,49,2,yes,stay
3469,yes,yes,53,4,yes,stay
3470,yes,yes,49,9,no,stay
3471,no,yes,36,3,yes,stay
3472,yes,yes,41,9,no,stay
3473,yes,yes,45,8,no,stay
3474,yes,no,49,8,no,stay
3475,yes,yes,47,7,yes,stay
3476,no,yes,45,10,no,stay
3477,no,no,47,0,yes,stay
3478,yes,yes,38,10,no,stay
3479,yes,yes,55,10,no,stay
3480,no,yes,29,0,yes,unsubscribe
3481,yes,yes,45,10,no,stay
3482,no,yes,54,7,yes,unsubscribe
3483,no,yes,43,7,yes,stay
3484,no,yes,40,0,yes,stay
3485,yes,yes,52,7,yes,stay
3486,no,yes,47,0,yes,unsubscribe
3487,no,yes,48,3,yes,unsubscribe
3488,no,yes,40,10,no,stay
3489,yes,yes,35,10,no,stay
3490,no,no,31,9,no,stay
3491,no,yes,50,0,yes,stay
3492,yes,yes,43,10,no,unsubscribe
3493,yes,yes,29,10,no,stay
3494,yes,yes,41,10,no,stay
3495,yes,yes,51,5,yes,stay
3496,yes,yes,42,10,no,stay
3497,yes,yes,49,0,yes,stay
3498,no,yes,56,2,yes,stay
3499,yes,yes,44,7,yes,stay
3500,yes,yes,45,8,yes,stay
3501,no,yes,48,3,yes,unsubscribe
3502,no,yes,35,10,no,stay
3503,yes,yes,49,10,no,stay
3504,yes,yes,47,3,yes,stay
3505,yes,yes,41,10,no,stay
3506,no,yes,49,3,yes,stay
3507,no,no,51,0,yes,stay
3508,yes,yes,48,7,yes,stay
3509,yes,yes,37,3,yes,stay
3510,yes,yes,52,0,yes,stay
3511,yes,yes,41,7,yes,stay
3512,no,yes,32,10,no,stay
3513,no,yes,35,2,yes,stay
3514,no,yes,50,0,yes,unsubscribe
3515,yes,yes,44,3,yes,stay
3516,yes,yes,23,5,yes,stay
3517,no,yes,40,0,yes,stay
3518,no,yes,43,7,yes,stay
3519,yes,yes,42,7,yes,unsubscribe
3520,yes,no,34,0,yes,stay
3521,no,yes,44,5,yes,stay
3522,yes,yes,32,4,yes,unsubscribe
3523,no,yes,47,3,yes,stay
3524,yes,yes,55,7,yes,unsubscribe
3525,yes,yes,36,10,no,unsubscribe
3526,no,no,44,0,yes,unsubscribe
3527,yes,yes,34,2,yes,unsubscribe
3528,yes,yes,44,3,yes,stay
3529,yes,yes,52,5,yes,unsubscribe
3530,no,yes,45,9,no,stay
3531,yes,no,43,8,no,stay
3532,yes,yes,45,8,yes,stay
3533,yes,yes,49,7,yes,stay
3534,yes,yes,46,3,yes,unsubscribe
3535,yes,yes,44,3,yes,unsubscribe
3536,yes,yes,34,0,yes,stay
3537,no,yes,41,3,yes,unsubscribe
3538,no,no,59,0,yes,unsubscribe
3539,yes,yes,41,5,yes,unsubscribe
3540,no,yes,45,5,yes,stay
3541,no,no,57,3,yes,stay
3542,no,yes,40,5,yes,unsubscribe
3543,yes,yes,34,3,yes,stay
3544,yes,yes,46,9,no,unsubscribe
3545,no,yes,43,4,yes,stay
3546,yes,yes,51,9,no,stay
3547,yes,yes,45,8,yes,stay
3548,no,yes,50,5,yes,stay
3549,yes,yes,43,10,no,stay
3550,no,yes,50,0,yes,stay
3551,yes,yes,37,8,no,stay
3552,yes,yes,32,9,no,stay
3553,yes,yes,45,0,yes,stay
3554,yes,yes,43,5,yes,unsubscribe
3555,no,yes,38,5,yes,unsubscribe
3556,yes,yes,45,3,yes,unsubscribe
3557,no,yes,37,10,no,stay
3558,yes,yes,48,3,yes,stay
3559,no,no,45,0,yes,stay
3560,no,yes,42,7,yes,stay
3561,yes,yes,47,9,no,stay
3562,no,yes,54,8,no,stay
3563,no,yes,51,5,yes,stay
3564,yes,yes,51,5,yes,stay
3565,no,yes,61,9,no,stay
3566,no,no,44,0,yes,unsubscribe
3567,no,yes,42,7,yes,stay
3568,yes,no,39,8,no,stay
3569,no,no,48,0,yes,stay
3570,yes,yes,47,0,yes,stay
3571,no,yes,46,5,yes,stay
3572,no,no,50,0,yes,unsubscribe
3573,yes,yes,49,3,yes,stay
3574,yes,yes,54,5,yes,stay
3575,yes,yes,49,10,no,stay
3576,yes,yes,45,0,yes,unsubscribe
3577,no,yes,35,5,yes,unsubscribe
3578,yes,yes,45,3,yes,stay
3579,no,no,46,0,yes,unsubscribe
3580,yes,yes,41,5,yes,stay
3581,yes,yes,55,5,yes,stay
3582,no,yes,48,0,yes,stay
3583,no,no,46,8,no,stay
3584,yes,yes,46,5,yes,unsubscribe
3585,yes,yes,32,5,yes,stay
3586,yes,yes,32,2,yes,stay
3587,no,yes,50,7,yes,stay
3588,no,no,43,9,no,stay
3589,no,yes,46,10,no,stay
3590,yes,yes,41,5,yes,unsubscribe
3591,no,no,36,0,yes,stay
3592,no,yes,52,0,yes,stay
3593,no,yes,53,7,yes,stay
3594,no,yes,44,7,yes,unsubscribe
3595,no,yes,39,10,no,stay
3596,no,yes,46,0,yes,unsubscribe
3597,yes,yes,57,2,yes,stay
3598,no,yes,46,5,yes,stay
3599,yes,yes,40,3,yes,stay
3600,yes,yes,39,3,yes,stay
3601,no,yes,43,4,yes,stay
3602,no,yes,44,9,no,stay
3603,yes,yes,42,2,yes,stay
3604,yes,yes,43,8,yes,stay
3605,yes,yes,40,8,no,stay
3606,yes,yes,48,9,no,stay
3607,no,yes,32,10,no,stay
3608,yes,yes,46,8,yes,stay
3609,no,yes,48,0,yes,stay
3610,yes,no,54,0,yes,unsubscribe
3611,no,yes,53,5,yes,stay
3612,no,yes,42,5,yes,stay
3613,no,no,49,5,no,stay
3614,no,yes,46,10,no,stay
3615,no,yes,47,7,yes,unsubscribe
3616,no,yes,40,3,yes,stay
3617,no,yes,58,8,no,stay
3618,no,yes,35,0,yes,stay
3619,yes,no,51,0,yes,unsubscribe
3620,yes,yes,45,0,yes,unsubscribe
3621,yes,yes,44,2,yes,stay
3622,yes,yes,46,9,no,stay
3623,no,yes,44,5,yes,stay
3624,yes,yes,38,10,no,stay
3625,yes,yes,47,10,no,stay
3626,yes,yes,40,0,yes,stay
3627,no,yes,56,9,no,stay
3628,yes,yes,40,3,yes,unsubscribe
3629,yes,no,37,8,no,stay
3630,yes,yes,38,9,no,stay
3631,no,yes,44,0,yes,unsubscribe
3632,no,yes,37,10,no,stay
3633,yes,yes,47,0,yes,unsubscribe
3634,no,yes,39,0,yes,stay
3635,no,yes,49,5,yes,unsubscribe
3636,no,yes,48,0,yes,stay
3637,yes,no,49,8,no,stay
3638,yes,yes,48,2,yes,unsubscribe
3639,no,yes,53,8,no,stay
3640,yes,yes,46,3,yes,unsubscribe
3641,no,yes,45,0,yes,unsubscribe
3642,yes,no,55,0,yes,stay
3643,yes,yes,46,2,yes,unsubscribe
3644,yes,yes,50,8,no,stay
3645,no,no,42,0,yes,stay
3646,yes,yes,44,3,yes,unsubscribe
3647,no,yes,51,0,yes,stay
3648,no,yes,38,8,no,stay
3649,yes,yes,39,0,yes,unsubscribe
3650,yes,yes,36,10,no,stay
3651,yes,yes,29,5,yes,stay
3652,yes,yes,54,9,no,stay
3653,no,yes,44,10,no,stay
3654,yes,yes,47,2,yes,stay
3655,no,no,40,9,no,stay
3656,yes,yes,39,10,no,stay
3657,yes,no,39,0,yes,stay
3658,no,no,52,0,yes,stay
3659,yes,yes,40,10,no,unsubscribe
3660,no,yes,50,0,yes,unsubscribe
3661,no,yes,40,10,no,stay
3662,no,no,37,8,no,stay
3663,yes,yes,36,3,yes,unsubscribe
3664,yes,yes,52,5,yes,stay
3665,no,yes,47,10,no,stay
3666,no,no,37,10,no,stay
3667,no,yes,40,7,yes,unsubscribe
3668,no,yes,31,7,yes,stay
3669,no,no,43,8,no,stay
3670,yes,yes,33,0,yes,stay
3671,yes,yes,28,8,no,stay
3672,no,yes,42,3,yes,stay
3673,yes,yes,41,0,yes,stay
3674,no,yes,62,3,yes,unsubscribe
3675,yes,yes,34,0,yes,stay
3676,yes,yes,49,5,yes,unsubscribe
3677,yes,no,49,0,yes,stay
3678,yes,yes,52,4,yes,unsubscribe
3679,no,no,39,0,yes,stay
3680,yes,no,49,0,yes,unsubscribe
3681,no,no,50,0,yes,unsubscribe
3682,no,no,41,0,yes,unsubscribe
3683,yes,yes,39,5,yes,unsubscribe
3684,no,yes,54,10,no,stay
3685,yes,yes,53,7,yes,stay
3686,yes,yes,50,5,yes,unsubscribe
3687,no,yes,50,8,no,stay
3688,yes,yes,43,5,yes,stay
3689,yes,no,47,2,yes,unsubscribe
3690,no,yes,47,0,yes,stay
3691,yes,yes,42,5,yes,stay
3692,no,no,64,0,yes,stay
3693,no,yes,38,10,no,stay
3694,yes,no,37,8,no,stay
3695,yes,yes,44,3,yes,unsubscribe
3696,no,yes,49,0,yes,stay
3697,no,yes,44,4,yes,stay
3698,yes,yes,39,5,yes,unsubscribe
